0.1449 	WARNING 	Movie2 stim could not be imported and won't be available
49.0818 	EXP 	unnamed Circle: autoDraw = True
49.1835 	EXP 	image_2: autoDraw = False
49.1849 	EXP 	unnamed Circle: autoDraw = False
49.5367 	EXP 	New trial (rep=0, index=19): {'block_10_ans': 3, 'block_13_img': 'image_folder/stim_4.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_3.png', 'block_14_img': 'image_folder/stim_4.png', 'block_9_ans': 5, 'block_1_img': 'image_folder/stim_2.png', 'block_10_img': 'image_folder/stim_3.png', 'block_14_ans': 4, 'block_5_img': 'image_folder/stim_2.png', 'block_16_img': 'image_folder/stim_2.png', 'block_1_ans': 2, 'block_8_ans': 2, 'block_16_ans': 2, 'block_5_ans': 2, 'block_15_ans': 3, 'block_13_ans': 4, 'block_9_img': 'image_folder/stim_5.png', 'block_6_ans': 3, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_2.png', 'block_2_ans': 4, 'block_12_ans': 2, 'block_12_img': 'image_folder/stim_2.png', 'block_11_ans': 2, 'block_3_ans': 4, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_4.png', 'block_11_img': 'image_folder/stim_2.png', 'block_3_img': 'image_folder/stim_4.png', 'block_15_img': 'image_folder/stim_3.png'}
49.5420 	EXP 	image_2: image = 'image_folder/stim_2.png'
49.5420 	EXP 	image_2: autoDraw = True
50.5425 	DATA 	No keypress (maxWait exceeded)
50.5445 	EXP 	unnamed Circle: autoDraw = True
50.6471 	EXP 	image_2: autoDraw = False
50.6507 	EXP 	unnamed Circle: autoDraw = False
51.0025 	EXP 	New trial (rep=0, index=20): {'block_10_ans': 2, 'block_13_img': 'image_folder/stim_2.png', 'block_4_img': 'image_folder/stim_2.png', 'block_6_img': 'image_folder/stim_4.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 3, 'block_1_img': 'image_folder/stim_4.png', 'block_10_img': 'image_folder/stim_2.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_4.png', 'block_16_img': 'image_folder/stim_4.png', 'block_1_ans': 4, 'block_8_ans': 3, 'block_16_ans': 4, 'block_5_ans': 4, 'block_15_ans': 4, 'block_13_ans': 2, 'block_9_img': 'image_folder/stim_3.png', 'block_6_ans': 4, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_3.png', 'block_2_ans': 2, 'block_12_ans': 4, 'block_12_img': 'image_folder/stim_4.png', 'block_11_ans': 5, 'block_3_ans': 5, 'block_4_ans': 2, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_2.png', 'block_11_img': 'image_folder/stim_5.png', 'block_3_img': 'image_folder/stim_5.png', 'block_15_img': 'image_folder/stim_4.png'}
51.0071 	EXP 	image_2: image = 'image_folder/stim_4.png'
51.0071 	EXP 	image_2: autoDraw = True
52.0078 	DATA 	No keypress (maxWait exceeded)
52.0100 	EXP 	unnamed Circle: autoDraw = True
52.1119 	EXP 	image_2: autoDraw = False
52.1165 	EXP 	unnamed Circle: autoDraw = False
52.4682 	EXP 	New trial (rep=0, index=21): {'block_10_ans': 3, 'block_13_img': 'image_folder/stim_3.png', 'block_4_img': 'image_folder/stim_3.png', 'block_6_img': 'image_folder/stim_3.png', 'block_14_img': 'image_folder/stim_4.png', 'block_9_ans': 2, 'block_1_img': 'image_folder/stim_3.png', 'block_10_img': 'image_folder/stim_3.png', 'block_14_ans': 4, 'block_5_img': 'image_folder/stim_5.png', 'block_16_img': 'image_folder/stim_2.png', 'block_1_ans': 3, 'block_8_ans': 2, 'block_16_ans': 2, 'block_5_ans': 5, 'block_15_ans': 3, 'block_13_ans': 3, 'block_9_img': 'image_folder/stim_2.png', 'block_6_ans': 3, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_2.png', 'block_2_ans': 3, 'block_12_ans': 5, 'block_12_img': 'image_folder/stim_5.png', 'block_11_ans': 3, 'block_3_ans': 3, 'block_4_ans': 3, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_3.png', 'block_11_img': 'image_folder/stim_3.png', 'block_3_img': 'image_folder/stim_3.png', 'block_15_img': 'image_folder/stim_3.png'}
52.4725 	EXP 	image_2: image = 'image_folder/stim_3.png'
52.4725 	EXP 	image_2: autoDraw = True
53.4733 	DATA 	No keypress (maxWait exceeded)
53.4756 	EXP 	unnamed Circle: autoDraw = True
53.5774 	EXP 	image_2: autoDraw = False
53.5788 	EXP 	unnamed Circle: autoDraw = False
53.9297 	EXP 	New trial (rep=0, index=22): {'block_10_ans': 2, 'block_13_img': 'image_folder/stim_2.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_2.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 3, 'block_1_img': 'image_folder/stim_4.png', 'block_10_img': 'image_folder/stim_2.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_3.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 4, 'block_8_ans': 3, 'block_16_ans': 3, 'block_5_ans': 3, 'block_15_ans': 4, 'block_13_ans': 2, 'block_9_img': 'image_folder/stim_3.png', 'block_6_ans': 2, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_3.png', 'block_2_ans': 5, 'block_12_ans': 3, 'block_12_img': 'image_folder/stim_3.png', 'block_11_ans': 2, 'block_3_ans': 4, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_5.png', 'block_11_img': 'image_folder/stim_2.png', 'block_3_img': 'image_folder/stim_4.png', 'block_15_img': 'image_folder/stim_4.png'}
53.9345 	EXP 	image_2: image = 'image_folder/stim_4.png'
53.9345 	EXP 	image_2: autoDraw = True
54.9349 	DATA 	No keypress (maxWait exceeded)
54.9368 	EXP 	unnamed Circle: autoDraw = True
55.0386 	EXP 	image_2: autoDraw = False
55.0401 	EXP 	unnamed Circle: autoDraw = False
55.3912 	EXP 	New trial (rep=0, index=23): {'block_10_ans': 3, 'block_13_img': 'image_folder/stim_3.png', 'block_4_img': 'image_folder/stim_2.png', 'block_6_img': 'image_folder/stim_4.png', 'block_14_img': 'image_folder/stim_4.png', 'block_9_ans': 5, 'block_1_img': 'image_folder/stim_2.png', 'block_10_img': 'image_folder/stim_3.png', 'block_14_ans': 4, 'block_5_img': 'image_folder/stim_2.png', 'block_16_img': 'image_folder/stim_2.png', 'block_1_ans': 2, 'block_8_ans': 5, 'block_16_ans': 2, 'block_5_ans': 2, 'block_15_ans': 2, 'block_13_ans': 3, 'block_9_img': 'image_folder/stim_5.png', 'block_6_ans': 4, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_5.png', 'block_2_ans': 4, 'block_12_ans': 2, 'block_12_img': 'image_folder/stim_2.png', 'block_11_ans': 4, 'block_3_ans': 2, 'block_4_ans': 2, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_4.png', 'block_11_img': 'image_folder/stim_4.png', 'block_3_img': 'image_folder/stim_2.png', 'block_15_img': 'image_folder/stim_2.png'}
55.3953 	EXP 	image_2: image = 'image_folder/stim_2.png'
55.3953 	EXP 	image_2: autoDraw = True
56.3959 	DATA 	No keypress (maxWait exceeded)
56.4003 	EXP 	unnamed Circle: autoDraw = True
56.5024 	EXP 	image_2: autoDraw = False
56.5039 	EXP 	unnamed Circle: autoDraw = False
56.8558 	EXP 	New trial (rep=0, index=24): {'block_10_ans': 2, 'block_13_img': 'image_folder/stim_5.png', 'block_4_img': 'image_folder/stim_3.png', 'block_6_img': 'image_folder/stim_2.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 3, 'block_1_img': 'image_folder/stim_4.png', 'block_10_img': 'image_folder/stim_2.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_3.png', 'block_16_img': 'image_folder/stim_4.png', 'block_1_ans': 4, 'block_8_ans': 4, 'block_16_ans': 4, 'block_5_ans': 3, 'block_15_ans': 4, 'block_13_ans': 5, 'block_9_img': 'image_folder/stim_3.png', 'block_6_ans': 2, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_4.png', 'block_2_ans': 5, 'block_12_ans': 3, 'block_12_img': 'image_folder/stim_3.png', 'block_11_ans': 5, 'block_3_ans': 5, 'block_4_ans': 3, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_5.png', 'block_11_img': 'image_folder/stim_5.png', 'block_3_img': 'image_folder/stim_5.png', 'block_15_img': 'image_folder/stim_4.png'}
56.8605 	EXP 	image_2: image = 'image_folder/stim_4.png'
56.8605 	EXP 	image_2: autoDraw = True
57.8608 	DATA 	No keypress (maxWait exceeded)
57.8646 	EXP 	unnamed Circle: autoDraw = True
57.9851 	EXP 	image_2: autoDraw = False
58.0051 	EXP 	unnamed Circle: autoDraw = False
58.3570 	EXP 	New trial (rep=0, index=25): {'block_10_ans': 3, 'block_13_img': 'image_folder/stim_4.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_4.png', 'block_14_img': 'image_folder/stim_4.png', 'block_9_ans': 4, 'block_1_img': 'image_folder/stim_3.png', 'block_10_img': 'image_folder/stim_3.png', 'block_14_ans': 4, 'block_5_img': 'image_folder/stim_5.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 3, 'block_8_ans': 2, 'block_16_ans': 3, 'block_5_ans': 5, 'block_15_ans': 3, 'block_13_ans': 4, 'block_9_img': 'image_folder/stim_4.png', 'block_6_ans': 4, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_2.png', 'block_2_ans': 3, 'block_12_ans': 5, 'block_12_img': 'image_folder/stim_5.png', 'block_11_ans': 4, 'block_3_ans': 3, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_3.png', 'block_11_img': 'image_folder/stim_4.png', 'block_3_img': 'image_folder/stim_3.png', 'block_15_img': 'image_folder/stim_3.png'}
58.3641 	EXP 	image_2: image = 'image_folder/stim_3.png'
58.3641 	EXP 	image_2: autoDraw = True
59.3647 	DATA 	No keypress (maxWait exceeded)
59.3813 	EXP 	unnamed Circle: autoDraw = True
59.4988 	EXP 	image_2: autoDraw = False
59.5156 	EXP 	unnamed Circle: autoDraw = False
59.8665 	EXP 	New trial (rep=0, index=26): {'block_10_ans': 4, 'block_13_img': 'image_folder/stim_2.png', 'block_4_img': 'image_folder/stim_2.png', 'block_6_img': 'image_folder/stim_2.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 2, 'block_1_img': 'image_folder/stim_2.png', 'block_10_img': 'image_folder/stim_4.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_3.png', 'block_16_img': 'image_folder/stim_2.png', 'block_1_ans': 2, 'block_8_ans': 4, 'block_16_ans': 2, 'block_5_ans': 3, 'block_15_ans': 4, 'block_13_ans': 2, 'block_9_img': 'image_folder/stim_2.png', 'block_6_ans': 2, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_4.png', 'block_2_ans': 4, 'block_12_ans': 3, 'block_12_img': 'image_folder/stim_3.png', 'block_11_ans': 5, 'block_3_ans': 2, 'block_4_ans': 2, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_4.png', 'block_11_img': 'image_folder/stim_5.png', 'block_3_img': 'image_folder/stim_2.png', 'block_15_img': 'image_folder/stim_4.png'}
59.8691 	EXP 	New trial (rep=0, index=27): {'block_10_ans': 2, 'block_13_img': 'image_folder/stim_4.png', 'block_4_img': 'image_folder/stim_3.png', 'block_6_img': 'image_folder/stim_4.png', 'block_14_img': 'image_folder/stim_3.png', 'block_9_ans': 3, 'block_1_img': 'image_folder/stim_3.png', 'block_10_img': 'image_folder/stim_2.png', 'block_14_ans': 3, 'block_5_img': 'image_folder/stim_4.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 3, 'block_8_ans': 2, 'block_16_ans': 3, 'block_5_ans': 4, 'block_15_ans': 2, 'block_13_ans': 4, 'block_9_img': 'image_folder/stim_3.png', 'block_6_ans': 4, 'block_7_ans': 2, 'block_8_img': 'image_folder/stim_2.png', 'block_2_ans': 2, 'block_12_ans': 4, 'block_12_img': 'image_folder/stim_4.png', 'block_11_ans': 2, 'block_3_ans': 4, 'block_4_ans': 3, 'block_7_img': 'image_folder/stim_2.png', 'block_2_img': 'image_folder/stim_2.png', 'block_11_img': 'image_folder/stim_2.png', 'block_3_img': 'image_folder/stim_4.png', 'block_15_img': 'image_folder/stim_2.png'}
59.8819 	EXP 	image_2: image = 'image_folder/stim_2.png'
59.8819 	EXP 	image_2: image = 'image_folder/stim_3.png'
59.8819 	EXP 	image_2: autoDraw = True
60.8825 	DATA 	No keypress (maxWait exceeded)
60.8885 	EXP 	unnamed Circle: autoDraw = True
60.9898 	EXP 	image_2: autoDraw = False
60.9907 	EXP 	unnamed Circle: autoDraw = False
61.3425 	EXP 	New trial (rep=0, index=28): {'block_10_ans': 4, 'block_13_img': 'image_folder/stim_2.png', 'block_4_img': 'image_folder/stim_2.png', 'block_6_img': 'image_folder/stim_2.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 2, 'block_1_img': 'image_folder/stim_4.png', 'block_10_img': 'image_folder/stim_4.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_2.png', 'block_16_img': 'image_folder/stim_2.png', 'block_1_ans': 4, 'block_8_ans': 3, 'block_16_ans': 2, 'block_5_ans': 2, 'block_15_ans': 3, 'block_13_ans': 2, 'block_9_img': 'image_folder/stim_2.png', 'block_6_ans': 2, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_3.png', 'block_2_ans': 5, 'block_12_ans': 2, 'block_12_img': 'image_folder/stim_2.png', 'block_11_ans': 4, 'block_3_ans': 5, 'block_4_ans': 2, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_5.png', 'block_11_img': 'image_folder/stim_4.png', 'block_3_img': 'image_folder/stim_5.png', 'block_15_img': 'image_folder/stim_3.png'}
61.3461 	EXP 	image_2: image = 'image_folder/stim_4.png'
61.3461 	EXP 	image_2: autoDraw = True
62.3466 	DATA 	No keypress (maxWait exceeded)
62.3694 	EXP 	unnamed Circle: autoDraw = True
62.4821 	EXP 	image_2: autoDraw = False
62.4990 	EXP 	unnamed Circle: autoDraw = False
62.8508 	EXP 	New trial (rep=0, index=29): {'block_10_ans': 3, 'block_13_img': 'image_folder/stim_3.png', 'block_4_img': 'image_folder/stim_3.png', 'block_6_img': 'image_folder/stim_3.png', 'block_14_img': 'image_folder/stim_3.png', 'block_9_ans': 3, 'block_1_img': 'image_folder/stim_3.png', 'block_10_img': 'image_folder/stim_3.png', 'block_14_ans': 3, 'block_5_img': 'image_folder/stim_3.png', 'block_16_img': 'image_folder/stim_4.png', 'block_1_ans': 3, 'block_8_ans': 5, 'block_16_ans': 4, 'block_5_ans': 3, 'block_15_ans': 4, 'block_13_ans': 3, 'block_9_img': 'image_folder/stim_3.png', 'block_6_ans': 3, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_5.png', 'block_2_ans': 3, 'block_12_ans': 3, 'block_12_img': 'image_folder/stim_3.png', 'block_11_ans': 5, 'block_3_ans': 4, 'block_4_ans': 3, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_3.png', 'block_11_img': 'image_folder/stim_5.png', 'block_3_img': 'image_folder/stim_4.png', 'block_15_img': 'image_folder/stim_4.png'}
62.8521 	EXP 	New trial (rep=0, index=1): {'Block_id': 'block_2_img', 'Block_ans': 'block_2_ans'}
62.8785 	EXP 	Imported SvR_onsets.csv as conditions, 256 conditions, 32 params
62.8802 	EXP 	Created sequence: sequential, trialTypes=256, nReps=1, seed=None
62.9011 	EXP 	unnamed ShapeStim: autoDraw = True
72.1849 	EXP 	New trial (rep=0, index=0): {'block_10_ans': 2, 'block_13_img': 'image_folder/stim_5.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_4.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 2, 'block_1_img': 'image_folder/stim_3.png', 'block_10_img': 'image_folder/stim_2.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_5.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 3, 'block_8_ans': 3, 'block_16_ans': 3, 'block_5_ans': 5, 'block_15_ans': 4, 'block_13_ans': 5, 'block_9_img': 'image_folder/stim_2.png', 'block_6_ans': 4, 'block_7_ans': 2, 'block_8_img': 'image_folder/stim_3.png', 'block_2_ans': 5, 'block_12_ans': 5, 'block_12_img': 'image_folder/stim_5.png', 'block_11_ans': 3, 'block_3_ans': 4, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_2.png', 'block_2_img': 'image_folder/stim_5.png', 'block_11_img': 'image_folder/stim_3.png', 'block_3_img': 'image_folder/stim_4.png', 'block_15_img': 'image_folder/stim_4.png'}
72.1881 	EXP 	New trial (rep=0, index=1): {'block_10_ans': 3, 'block_13_img': 'image_folder/stim_3.png', 'block_4_img': 'image_folder/stim_2.png', 'block_6_img': 'image_folder/stim_3.png', 'block_14_img': 'image_folder/stim_3.png', 'block_9_ans': 4, 'block_1_img': 'image_folder/stim_4.png', 'block_10_img': 'image_folder/stim_3.png', 'block_14_ans': 3, 'block_5_img': 'image_folder/stim_4.png', 'block_16_img': 'image_folder/stim_2.png', 'block_1_ans': 4, 'block_8_ans': 4, 'block_16_ans': 2, 'block_5_ans': 4, 'block_15_ans': 3, 'block_13_ans': 3, 'block_9_img': 'image_folder/stim_4.png', 'block_6_ans': 3, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_4.png', 'block_2_ans': 4, 'block_12_ans': 4, 'block_12_img': 'image_folder/stim_4.png', 'block_11_ans': 5, 'block_3_ans': 5, 'block_4_ans': 2, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_4.png', 'block_11_img': 'image_folder/stim_5.png', 'block_3_img': 'image_folder/stim_5.png', 'block_15_img': 'image_folder/stim_3.png'}
72.1911 	EXP 	New trial (rep=0, index=2): {'block_10_ans': 4, 'block_13_img': 'image_folder/stim_4.png', 'block_4_img': 'image_folder/stim_3.png', 'block_6_img': 'image_folder/stim_4.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 2, 'block_1_img': 'image_folder/stim_3.png', 'block_10_img': 'image_folder/stim_4.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_2.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 3, 'block_8_ans': 2, 'block_16_ans': 3, 'block_5_ans': 2, 'block_15_ans': 2, 'block_13_ans': 4, 'block_9_img': 'image_folder/stim_2.png', 'block_6_ans': 4, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_2.png', 'block_2_ans': 5, 'block_12_ans': 2, 'block_12_img': 'image_folder/stim_2.png', 'block_11_ans': 3, 'block_3_ans': 3, 'block_4_ans': 3, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_5.png', 'block_11_img': 'image_folder/stim_3.png', 'block_3_img': 'image_folder/stim_3.png', 'block_15_img': 'image_folder/stim_2.png'}
72.1938 	EXP 	New trial (rep=0, index=3): {'block_10_ans': 3, 'block_13_img': 'image_folder/stim_2.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_2.png', 'block_14_img': 'image_folder/stim_4.png', 'block_9_ans': 3, 'block_1_img': 'image_folder/stim_2.png', 'block_10_img': 'image_folder/stim_3.png', 'block_14_ans': 4, 'block_5_img': 'image_folder/stim_4.png', 'block_16_img': 'image_folder/stim_4.png', 'block_1_ans': 2, 'block_8_ans': 5, 'block_16_ans': 4, 'block_5_ans': 4, 'block_15_ans': 4, 'block_13_ans': 2, 'block_9_img': 'image_folder/stim_3.png', 'block_6_ans': 2, 'block_7_ans': 2, 'block_8_img': 'image_folder/stim_5.png', 'block_2_ans': 2, 'block_12_ans': 4, 'block_12_img': 'image_folder/stim_4.png', 'block_11_ans': 4, 'block_3_ans': 2, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_2.png', 'block_2_img': 'image_folder/stim_2.png', 'block_11_img': 'image_folder/stim_4.png', 'block_3_img': 'image_folder/stim_2.png', 'block_15_img': 'image_folder/stim_4.png'}
72.1963 	EXP 	New trial (rep=0, index=4): {'block_10_ans': 2, 'block_13_img': 'image_folder/stim_5.png', 'block_4_img': 'image_folder/stim_3.png', 'block_6_img': 'image_folder/stim_4.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 5, 'block_1_img': 'image_folder/stim_4.png', 'block_10_img': 'image_folder/stim_2.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_2.png', 'block_16_img': 'image_folder/stim_2.png', 'block_1_ans': 4, 'block_8_ans': 3, 'block_16_ans': 2, 'block_5_ans': 2, 'block_15_ans': 2, 'block_13_ans': 5, 'block_9_img': 'image_folder/stim_5.png', 'block_6_ans': 4, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_3.png', 'block_2_ans': 4, 'block_12_ans': 2, 'block_12_img': 'image_folder/stim_2.png', 'block_11_ans': 2, 'block_3_ans': 3, 'block_4_ans': 3, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_4.png', 'block_11_img': 'image_folder/stim_2.png', 'block_3_img': 'image_folder/stim_3.png', 'block_15_img': 'image_folder/stim_2.png'}
72.1989 	EXP 	New trial (rep=0, index=5): {'block_10_ans': 4, 'block_13_img': 'image_folder/stim_3.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_2.png', 'block_14_img': 'image_folder/stim_4.png', 'block_9_ans': 4, 'block_1_img': 'image_folder/stim_2.png', 'block_10_img': 'image_folder/stim_4.png', 'block_14_ans': 4, 'block_5_img': 'image_folder/stim_3.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 2, 'block_8_ans': 2, 'block_16_ans': 3, 'block_5_ans': 3, 'block_15_ans': 4, 'block_13_ans': 3, 'block_9_img': 'image_folder/stim_4.png', 'block_6_ans': 2, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_2.png', 'block_2_ans': 5, 'block_12_ans': 3, 'block_12_img': 'image_folder/stim_3.png', 'block_11_ans': 3, 'block_3_ans': 5, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_5.png', 'block_11_img': 'image_folder/stim_3.png', 'block_3_img': 'image_folder/stim_5.png', 'block_15_img': 'image_folder/stim_4.png'}
72.2015 	EXP 	New trial (rep=0, index=6): {'block_10_ans': 3, 'block_13_img': 'image_folder/stim_2.png', 'block_4_img': 'image_folder/stim_2.png', 'block_6_img': 'image_folder/stim_3.png', 'block_14_img': 'image_folder/stim_3.png', 'block_9_ans': 5, 'block_1_img': 'image_folder/stim_3.png', 'block_10_img': 'image_folder/stim_3.png', 'block_14_ans': 3, 'block_5_img': 'image_folder/stim_5.png', 'block_16_img': 'image_folder/stim_4.png', 'block_1_ans': 3, 'block_8_ans': 4, 'block_16_ans': 4, 'block_5_ans': 5, 'block_15_ans': 2, 'block_13_ans': 2, 'block_9_img': 'image_folder/stim_5.png', 'block_6_ans': 3, 'block_7_ans': 2, 'block_8_img': 'image_folder/stim_4.png', 'block_2_ans': 3, 'block_12_ans': 5, 'block_12_img': 'image_folder/stim_5.png', 'block_11_ans': 2, 'block_3_ans': 3, 'block_4_ans': 2, 'block_7_img': 'image_folder/stim_2.png', 'block_2_img': 'image_folder/stim_3.png', 'block_11_img': 'image_folder/stim_2.png', 'block_3_img': 'image_folder/stim_3.png', 'block_15_img': 'image_folder/stim_2.png'}
72.2038 	EXP 	New trial (rep=0, index=7): {'block_10_ans': 2, 'block_13_img': 'image_folder/stim_4.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_2.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 3, 'block_1_img': 'image_folder/stim_2.png', 'block_10_img': 'image_folder/stim_2.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_4.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 2, 'block_8_ans': 5, 'block_16_ans': 3, 'block_5_ans': 4, 'block_15_ans': 4, 'block_13_ans': 4, 'block_9_img': 'image_folder/stim_3.png', 'block_6_ans': 2, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_5.png', 'block_2_ans': 2, 'block_12_ans': 4, 'block_12_img': 'image_folder/stim_4.png', 'block_11_ans': 3, 'block_3_ans': 4, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_2.png', 'block_11_img': 'image_folder/stim_3.png', 'block_3_img': 'image_folder/stim_4.png', 'block_15_img': 'image_folder/stim_4.png'}
72.2075 	EXP 	image_2: image = 'image_folder/stim_5.png'
72.2075 	EXP 	image_2: image = 'image_folder/stim_4.png'
72.2075 	EXP 	image_2: image = 'image_folder/stim_5.png'
72.2075 	EXP 	image_2: image = 'image_folder/stim_2.png'
72.2075 	EXP 	image_2: image = 'image_folder/stim_4.png'
72.2075 	EXP 	image_2: image = 'image_folder/stim_5.png'
72.2075 	EXP 	image_2: image = 'image_folder/stim_3.png'
72.2075 	EXP 	image_2: image = 'image_folder/stim_2.png'
72.2075 	EXP 	image_2: autoDraw = True
73.2078 	DATA 	No keypress (maxWait exceeded)
73.2099 	EXP 	unnamed Circle: autoDraw = True
73.3121 	EXP 	image_2: autoDraw = False
73.3137 	EXP 	unnamed Circle: autoDraw = False
73.6649 	EXP 	New trial (rep=0, index=8): {'block_10_ans': 4, 'block_13_img': 'image_folder/stim_5.png', 'block_4_img': 'image_folder/stim_3.png', 'block_6_img': 'image_folder/stim_4.png', 'block_14_img': 'image_folder/stim_3.png', 'block_9_ans': 4, 'block_1_img': 'image_folder/stim_3.png', 'block_10_img': 'image_folder/stim_4.png', 'block_14_ans': 3, 'block_5_img': 'image_folder/stim_5.png', 'block_16_img': 'image_folder/stim_2.png', 'block_1_ans': 3, 'block_8_ans': 4, 'block_16_ans': 2, 'block_5_ans': 5, 'block_15_ans': 3, 'block_13_ans': 5, 'block_9_img': 'image_folder/stim_4.png', 'block_6_ans': 4, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_4.png', 'block_2_ans': 3, 'block_12_ans': 5, 'block_12_img': 'image_folder/stim_5.png', 'block_11_ans': 5, 'block_3_ans': 2, 'block_4_ans': 3, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_3.png', 'block_11_img': 'image_folder/stim_5.png', 'block_3_img': 'image_folder/stim_2.png', 'block_15_img': 'image_folder/stim_3.png'}
73.6690 	EXP 	image_2: image = 'image_folder/stim_3.png'
73.6690 	EXP 	image_2: autoDraw = True
74.6694 	DATA 	No keypress (maxWait exceeded)
74.6883 	EXP 	unnamed Circle: autoDraw = True
74.7999 	EXP 	image_2: autoDraw = False
74.8172 	EXP 	unnamed Circle: autoDraw = False
