0.1449 	WARNING 	Movie2 stim could not be imported and won't be available
75.1692 	EXP 	New trial (rep=0, index=9): {'block_10_ans': 3, 'block_13_img': 'image_folder/stim_4.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_2.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 2, 'block_1_img': 'image_folder/stim_4.png', 'block_10_img': 'image_folder/stim_3.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_3.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 4, 'block_8_ans': 5, 'block_16_ans': 3, 'block_5_ans': 3, 'block_15_ans': 4, 'block_13_ans': 4, 'block_9_img': 'image_folder/stim_2.png', 'block_6_ans': 2, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_5.png', 'block_2_ans': 5, 'block_12_ans': 3, 'block_12_img': 'image_folder/stim_3.png', 'block_11_ans': 4, 'block_3_ans': 3, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_5.png', 'block_11_img': 'image_folder/stim_4.png', 'block_3_img': 'image_folder/stim_3.png', 'block_15_img': 'image_folder/stim_4.png'}
75.1861 	EXP 	image_2: image = 'image_folder/stim_5.png'
75.1861 	EXP 	image_2: autoDraw = True
76.1869 	DATA 	No keypress (maxWait exceeded)
76.1914 	EXP 	unnamed Circle: autoDraw = True
76.2926 	EXP 	image_2: autoDraw = False
76.2936 	EXP 	unnamed Circle: autoDraw = False
76.6448 	EXP 	New trial (rep=0, index=10): {'block_10_ans': 2, 'block_13_img': 'image_folder/stim_5.png', 'block_4_img': 'image_folder/stim_2.png', 'block_6_img': 'image_folder/stim_4.png', 'block_14_img': 'image_folder/stim_4.png', 'block_9_ans': 5, 'block_1_img': 'image_folder/stim_2.png', 'block_10_img': 'image_folder/stim_2.png', 'block_14_ans': 4, 'block_5_img': 'image_folder/stim_4.png', 'block_16_img': 'image_folder/stim_2.png', 'block_1_ans': 2, 'block_8_ans': 2, 'block_16_ans': 2, 'block_5_ans': 4, 'block_15_ans': 2, 'block_13_ans': 5, 'block_9_img': 'image_folder/stim_5.png', 'block_6_ans': 4, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_2.png', 'block_2_ans': 3, 'block_12_ans': 4, 'block_12_img': 'image_folder/stim_4.png', 'block_11_ans': 2, 'block_3_ans': 2, 'block_4_ans': 2, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_3.png', 'block_11_img': 'image_folder/stim_2.png', 'block_3_img': 'image_folder/stim_2.png', 'block_15_img': 'image_folder/stim_2.png'}
76.6484 	EXP 	image_2: image = 'image_folder/stim_3.png'
76.6484 	EXP 	image_2: autoDraw = True
77.6488 	DATA 	No keypress (maxWait exceeded)
77.6503 	EXP 	unnamed Circle: autoDraw = True
77.7513 	EXP 	image_2: autoDraw = False
77.7521 	EXP 	unnamed Circle: autoDraw = False
78.1039 	EXP 	New trial (rep=0, index=11): {'block_10_ans': 4, 'block_13_img': 'image_folder/stim_2.png', 'block_4_img': 'image_folder/stim_3.png', 'block_6_img': 'image_folder/stim_2.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 3, 'block_1_img': 'image_folder/stim_4.png', 'block_10_img': 'image_folder/stim_4.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_2.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 4, 'block_8_ans': 4, 'block_16_ans': 3, 'block_5_ans': 2, 'block_15_ans': 4, 'block_13_ans': 2, 'block_9_img': 'image_folder/stim_3.png', 'block_6_ans': 2, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_4.png', 'block_2_ans': 4, 'block_12_ans': 2, 'block_12_img': 'image_folder/stim_2.png', 'block_11_ans': 4, 'block_3_ans': 3, 'block_4_ans': 3, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_4.png', 'block_11_img': 'image_folder/stim_4.png', 'block_3_img': 'image_folder/stim_3.png', 'block_15_img': 'image_folder/stim_4.png'}
78.1081 	EXP 	image_2: image = 'image_folder/stim_4.png'
78.1081 	EXP 	image_2: autoDraw = True
79.1086 	DATA 	No keypress (maxWait exceeded)
79.1099 	EXP 	unnamed Circle: autoDraw = True
79.2110 	EXP 	image_2: autoDraw = False
79.2118 	EXP 	unnamed Circle: autoDraw = False
79.5628 	EXP 	New trial (rep=0, index=12): {'block_10_ans': 3, 'block_13_img': 'image_folder/stim_4.png', 'block_4_img': 'image_folder/stim_2.png', 'block_6_img': 'image_folder/stim_3.png', 'block_14_img': 'image_folder/stim_3.png', 'block_9_ans': 2, 'block_1_img': 'image_folder/stim_2.png', 'block_10_img': 'image_folder/stim_3.png', 'block_14_ans': 3, 'block_5_img': 'image_folder/stim_5.png', 'block_16_img': 'image_folder/stim_4.png', 'block_1_ans': 2, 'block_8_ans': 5, 'block_16_ans': 4, 'block_5_ans': 5, 'block_15_ans': 3, 'block_13_ans': 4, 'block_9_img': 'image_folder/stim_2.png', 'block_6_ans': 3, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_5.png', 'block_2_ans': 2, 'block_12_ans': 5, 'block_12_img': 'image_folder/stim_5.png', 'block_11_ans': 2, 'block_3_ans': 5, 'block_4_ans': 2, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_2.png', 'block_11_img': 'image_folder/stim_2.png', 'block_3_img': 'image_folder/stim_5.png', 'block_15_img': 'image_folder/stim_3.png'}
79.5662 	EXP 	image_2: image = 'image_folder/stim_2.png'
79.5662 	EXP 	image_2: autoDraw = True
80.5665 	DATA 	No keypress (maxWait exceeded)
80.5680 	EXP 	unnamed Circle: autoDraw = True
80.6694 	EXP 	image_2: autoDraw = False
80.6703 	EXP 	unnamed Circle: autoDraw = False
81.0217 	EXP 	New trial (rep=0, index=13): {'block_10_ans': 4, 'block_13_img': 'image_folder/stim_5.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_2.png', 'block_14_img': 'image_folder/stim_4.png', 'block_9_ans': 4, 'block_1_img': 'image_folder/stim_3.png', 'block_10_img': 'image_folder/stim_4.png', 'block_14_ans': 4, 'block_5_img': 'image_folder/stim_3.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 3, 'block_8_ans': 3, 'block_16_ans': 3, 'block_5_ans': 3, 'block_15_ans': 4, 'block_13_ans': 5, 'block_9_img': 'image_folder/stim_4.png', 'block_6_ans': 2, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_3.png', 'block_2_ans': 3, 'block_12_ans': 3, 'block_12_img': 'image_folder/stim_3.png', 'block_11_ans': 3, 'block_3_ans': 4, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_3.png', 'block_11_img': 'image_folder/stim_3.png', 'block_3_img': 'image_folder/stim_4.png', 'block_15_img': 'image_folder/stim_4.png'}
81.0257 	EXP 	image_2: image = 'image_folder/stim_3.png'
81.0257 	EXP 	image_2: autoDraw = True
82.0262 	DATA 	No keypress (maxWait exceeded)
82.0277 	EXP 	unnamed Circle: autoDraw = True
82.1294 	EXP 	image_2: autoDraw = False
82.1306 	EXP 	unnamed Circle: autoDraw = False
82.4826 	EXP 	New trial (rep=0, index=14): {'block_10_ans': 2, 'block_13_img': 'image_folder/stim_3.png', 'block_4_img': 'image_folder/stim_2.png', 'block_6_img': 'image_folder/stim_4.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 5, 'block_1_img': 'image_folder/stim_4.png', 'block_10_img': 'image_folder/stim_2.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_2.png', 'block_16_img': 'image_folder/stim_2.png', 'block_1_ans': 4, 'block_8_ans': 2, 'block_16_ans': 2, 'block_5_ans': 2, 'block_15_ans': 2, 'block_13_ans': 3, 'block_9_img': 'image_folder/stim_5.png', 'block_6_ans': 4, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_2.png', 'block_2_ans': 2, 'block_12_ans': 2, 'block_12_img': 'image_folder/stim_2.png', 'block_11_ans': 5, 'block_3_ans': 2, 'block_4_ans': 2, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_2.png', 'block_11_img': 'image_folder/stim_5.png', 'block_3_img': 'image_folder/stim_2.png', 'block_15_img': 'image_folder/stim_2.png'}
82.4871 	EXP 	image_2: image = 'image_folder/stim_2.png'
82.4871 	EXP 	image_2: autoDraw = True
83.4877 	DATA 	No keypress (maxWait exceeded)
83.4896 	EXP 	unnamed Circle: autoDraw = True
83.5913 	EXP 	image_2: autoDraw = False
83.5928 	EXP 	unnamed Circle: autoDraw = False
83.9437 	EXP 	New trial (rep=0, index=15): {'block_10_ans': 3, 'block_13_img': 'image_folder/stim_2.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_3.png', 'block_14_img': 'image_folder/stim_4.png', 'block_9_ans': 4, 'block_1_img': 'image_folder/stim_2.png', 'block_10_img': 'image_folder/stim_3.png', 'block_14_ans': 4, 'block_5_img': 'image_folder/stim_4.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 2, 'block_8_ans': 3, 'block_16_ans': 3, 'block_5_ans': 4, 'block_15_ans': 3, 'block_13_ans': 2, 'block_9_img': 'image_folder/stim_4.png', 'block_6_ans': 3, 'block_7_ans': 2, 'block_8_img': 'image_folder/stim_3.png', 'block_2_ans': 3, 'block_12_ans': 4, 'block_12_img': 'image_folder/stim_4.png', 'block_11_ans': 4, 'block_3_ans': 4, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_2.png', 'block_2_img': 'image_folder/stim_3.png', 'block_11_img': 'image_folder/stim_4.png', 'block_3_img': 'image_folder/stim_4.png', 'block_15_img': 'image_folder/stim_3.png'}
83.9476 	EXP 	image_2: image = 'image_folder/stim_3.png'
83.9476 	EXP 	image_2: autoDraw = True
84.9481 	DATA 	No keypress (maxWait exceeded)
84.9500 	EXP 	unnamed Circle: autoDraw = True
85.0517 	EXP 	image_2: autoDraw = False
85.0531 	EXP 	unnamed Circle: autoDraw = False
85.4052 	EXP 	New trial (rep=0, index=16): {'block_10_ans': 2, 'block_13_img': 'image_folder/stim_3.png', 'block_4_img': 'image_folder/stim_3.png', 'block_6_img': 'image_folder/stim_4.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 5, 'block_1_img': 'image_folder/stim_3.png', 'block_10_img': 'image_folder/stim_2.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_5.png', 'block_16_img': 'image_folder/stim_4.png', 'block_1_ans': 3, 'block_8_ans': 5, 'block_16_ans': 4, 'block_5_ans': 5, 'block_15_ans': 2, 'block_13_ans': 3, 'block_9_img': 'image_folder/stim_5.png', 'block_6_ans': 4, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_5.png', 'block_2_ans': 5, 'block_12_ans': 5, 'block_12_img': 'image_folder/stim_5.png', 'block_11_ans': 5, 'block_3_ans': 2, 'block_4_ans': 3, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_5.png', 'block_11_img': 'image_folder/stim_5.png', 'block_3_img': 'image_folder/stim_2.png', 'block_15_img': 'image_folder/stim_2.png'}
85.4088 	EXP 	New trial (rep=0, index=17): {'block_10_ans': 4, 'block_13_img': 'image_folder/stim_5.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_2.png', 'block_14_img': 'image_folder/stim_3.png', 'block_9_ans': 2, 'block_1_img': 'image_folder/stim_2.png', 'block_10_img': 'image_folder/stim_4.png', 'block_14_ans': 3, 'block_5_img': 'image_folder/stim_4.png', 'block_16_img': 'image_folder/stim_2.png', 'block_1_ans': 2, 'block_8_ans': 3, 'block_16_ans': 2, 'block_5_ans': 4, 'block_15_ans': 4, 'block_13_ans': 5, 'block_9_img': 'image_folder/stim_2.png', 'block_6_ans': 2, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_3.png', 'block_2_ans': 4, 'block_12_ans': 4, 'block_12_img': 'image_folder/stim_4.png', 'block_11_ans': 3, 'block_3_ans': 3, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_4.png', 'block_11_img': 'image_folder/stim_3.png', 'block_3_img': 'image_folder/stim_3.png', 'block_15_img': 'image_folder/stim_4.png'}
85.4162 	EXP 	image_2: image = 'image_folder/stim_5.png'
85.4162 	EXP 	image_2: image = 'image_folder/stim_4.png'
85.4162 	EXP 	image_2: autoDraw = True
86.4170 	DATA 	No keypress (maxWait exceeded)
86.4195 	EXP 	unnamed Circle: autoDraw = True
86.5216 	EXP 	image_2: autoDraw = False
86.5231 	EXP 	unnamed Circle: autoDraw = False
86.8749 	EXP 	New trial (rep=0, index=18): {'block_10_ans': 2, 'block_13_img': 'image_folder/stim_3.png', 'block_4_img': 'image_folder/stim_2.png', 'block_6_img': 'image_folder/stim_4.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 4, 'block_1_img': 'image_folder/stim_4.png', 'block_10_img': 'image_folder/stim_2.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_5.png', 'block_16_img': 'image_folder/stim_4.png', 'block_1_ans': 4, 'block_8_ans': 4, 'block_16_ans': 4, 'block_5_ans': 5, 'block_15_ans': 2, 'block_13_ans': 3, 'block_9_img': 'image_folder/stim_4.png', 'block_6_ans': 4, 'block_7_ans': 2, 'block_8_img': 'image_folder/stim_4.png', 'block_2_ans': 2, 'block_12_ans': 5, 'block_12_img': 'image_folder/stim_5.png', 'block_11_ans': 4, 'block_3_ans': 5, 'block_4_ans': 2, 'block_7_img': 'image_folder/stim_2.png', 'block_2_img': 'image_folder/stim_2.png', 'block_11_img': 'image_folder/stim_4.png', 'block_3_img': 'image_folder/stim_5.png', 'block_15_img': 'image_folder/stim_2.png'}
86.8791 	EXP 	image_2: image = 'image_folder/stim_2.png'
86.8791 	EXP 	image_2: autoDraw = True
87.8794 	DATA 	No keypress (maxWait exceeded)
87.8806 	EXP 	unnamed Circle: autoDraw = True
88.0068 	EXP 	image_2: autoDraw = False
88.0421 	EXP 	unnamed Circle: autoDraw = False
88.3939 	EXP 	New trial (rep=0, index=19): {'block_10_ans': 3, 'block_13_img': 'image_folder/stim_4.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_3.png', 'block_14_img': 'image_folder/stim_4.png', 'block_9_ans': 5, 'block_1_img': 'image_folder/stim_2.png', 'block_10_img': 'image_folder/stim_3.png', 'block_14_ans': 4, 'block_5_img': 'image_folder/stim_2.png', 'block_16_img': 'image_folder/stim_2.png', 'block_1_ans': 2, 'block_8_ans': 2, 'block_16_ans': 2, 'block_5_ans': 2, 'block_15_ans': 3, 'block_13_ans': 4, 'block_9_img': 'image_folder/stim_5.png', 'block_6_ans': 3, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_2.png', 'block_2_ans': 4, 'block_12_ans': 2, 'block_12_img': 'image_folder/stim_2.png', 'block_11_ans': 2, 'block_3_ans': 4, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_4.png', 'block_11_img': 'image_folder/stim_2.png', 'block_3_img': 'image_folder/stim_4.png', 'block_15_img': 'image_folder/stim_3.png'}
88.4010 	EXP 	image_2: image = 'image_folder/stim_4.png'
88.4010 	EXP 	image_2: autoDraw = True
89.4014 	DATA 	No keypress (maxWait exceeded)
89.4182 	EXP 	unnamed Circle: autoDraw = True
89.5346 	EXP 	image_2: autoDraw = False
89.5517 	EXP 	unnamed Circle: autoDraw = False
89.9036 	EXP 	New trial (rep=0, index=20): {'block_10_ans': 2, 'block_13_img': 'image_folder/stim_2.png', 'block_4_img': 'image_folder/stim_2.png', 'block_6_img': 'image_folder/stim_4.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 3, 'block_1_img': 'image_folder/stim_4.png', 'block_10_img': 'image_folder/stim_2.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_4.png', 'block_16_img': 'image_folder/stim_4.png', 'block_1_ans': 4, 'block_8_ans': 3, 'block_16_ans': 4, 'block_5_ans': 4, 'block_15_ans': 4, 'block_13_ans': 2, 'block_9_img': 'image_folder/stim_3.png', 'block_6_ans': 4, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_3.png', 'block_2_ans': 2, 'block_12_ans': 4, 'block_12_img': 'image_folder/stim_4.png', 'block_11_ans': 5, 'block_3_ans': 5, 'block_4_ans': 2, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_2.png', 'block_11_img': 'image_folder/stim_5.png', 'block_3_img': 'image_folder/stim_5.png', 'block_15_img': 'image_folder/stim_4.png'}
89.9181 	EXP 	image_2: image = 'image_folder/stim_2.png'
89.9181 	EXP 	image_2: autoDraw = True
90.9188 	DATA 	No keypress (maxWait exceeded)
90.9354 	EXP 	unnamed Circle: autoDraw = True
91.0520 	EXP 	image_2: autoDraw = False
91.0688 	EXP 	unnamed Circle: autoDraw = False
91.4201 	EXP 	New trial (rep=0, index=21): {'block_10_ans': 3, 'block_13_img': 'image_folder/stim_3.png', 'block_4_img': 'image_folder/stim_3.png', 'block_6_img': 'image_folder/stim_3.png', 'block_14_img': 'image_folder/stim_4.png', 'block_9_ans': 2, 'block_1_img': 'image_folder/stim_3.png', 'block_10_img': 'image_folder/stim_3.png', 'block_14_ans': 4, 'block_5_img': 'image_folder/stim_5.png', 'block_16_img': 'image_folder/stim_2.png', 'block_1_ans': 3, 'block_8_ans': 2, 'block_16_ans': 2, 'block_5_ans': 5, 'block_15_ans': 3, 'block_13_ans': 3, 'block_9_img': 'image_folder/stim_2.png', 'block_6_ans': 3, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_2.png', 'block_2_ans': 3, 'block_12_ans': 5, 'block_12_img': 'image_folder/stim_5.png', 'block_11_ans': 3, 'block_3_ans': 3, 'block_4_ans': 3, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_3.png', 'block_11_img': 'image_folder/stim_3.png', 'block_3_img': 'image_folder/stim_3.png', 'block_15_img': 'image_folder/stim_3.png'}
91.4355 	EXP 	image_2: image = 'image_folder/stim_3.png'
91.4355 	EXP 	image_2: autoDraw = True
92.4364 	DATA 	No keypress (maxWait exceeded)
92.4527 	EXP 	unnamed Circle: autoDraw = True
92.5687 	EXP 	image_2: autoDraw = False
92.5857 	EXP 	unnamed Circle: autoDraw = False
92.9374 	EXP 	New trial (rep=0, index=22): {'block_10_ans': 2, 'block_13_img': 'image_folder/stim_2.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_2.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 3, 'block_1_img': 'image_folder/stim_4.png', 'block_10_img': 'image_folder/stim_2.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_3.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 4, 'block_8_ans': 3, 'block_16_ans': 3, 'block_5_ans': 3, 'block_15_ans': 4, 'block_13_ans': 2, 'block_9_img': 'image_folder/stim_3.png', 'block_6_ans': 2, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_3.png', 'block_2_ans': 5, 'block_12_ans': 3, 'block_12_img': 'image_folder/stim_3.png', 'block_11_ans': 2, 'block_3_ans': 4, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_5.png', 'block_11_img': 'image_folder/stim_2.png', 'block_3_img': 'image_folder/stim_4.png', 'block_15_img': 'image_folder/stim_4.png'}
92.9385 	EXP 	New trial (rep=0, index=2): {'Block_id': 'block_3_img', 'Block_ans': 'block_3_ans'}
92.9676 	EXP 	Imported SvR_onsets.csv as conditions, 256 conditions, 32 params
92.9694 	EXP 	Created sequence: sequential, trialTypes=256, nReps=1, seed=None
92.9853 	EXP 	unnamed ShapeStim: autoDraw = True
102.1842 	EXP 	New trial (rep=0, index=0): {'block_10_ans': 2, 'block_13_img': 'image_folder/stim_5.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_4.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 2, 'block_1_img': 'image_folder/stim_3.png', 'block_10_img': 'image_folder/stim_2.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_5.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 3, 'block_8_ans': 3, 'block_16_ans': 3, 'block_5_ans': 5, 'block_15_ans': 4, 'block_13_ans': 5, 'block_9_img': 'image_folder/stim_2.png', 'block_6_ans': 4, 'block_7_ans': 2, 'block_8_img': 'image_folder/stim_3.png', 'block_2_ans': 5, 'block_12_ans': 5, 'block_12_img': 'image_folder/stim_5.png', 'block_11_ans': 3, 'block_3_ans': 4, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_2.png', 'block_2_img': 'image_folder/stim_5.png', 'block_11_img': 'image_folder/stim_3.png', 'block_3_img': 'image_folder/stim_4.png', 'block_15_img': 'image_folder/stim_4.png'}
102.1874 	EXP 	New trial (rep=0, index=1): {'block_10_ans': 3, 'block_13_img': 'image_folder/stim_3.png', 'block_4_img': 'image_folder/stim_2.png', 'block_6_img': 'image_folder/stim_3.png', 'block_14_img': 'image_folder/stim_3.png', 'block_9_ans': 4, 'block_1_img': 'image_folder/stim_4.png', 'block_10_img': 'image_folder/stim_3.png', 'block_14_ans': 3, 'block_5_img': 'image_folder/stim_4.png', 'block_16_img': 'image_folder/stim_2.png', 'block_1_ans': 4, 'block_8_ans': 4, 'block_16_ans': 2, 'block_5_ans': 4, 'block_15_ans': 3, 'block_13_ans': 3, 'block_9_img': 'image_folder/stim_4.png', 'block_6_ans': 3, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_4.png', 'block_2_ans': 4, 'block_12_ans': 4, 'block_12_img': 'image_folder/stim_4.png', 'block_11_ans': 5, 'block_3_ans': 5, 'block_4_ans': 2, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_4.png', 'block_11_img': 'image_folder/stim_5.png', 'block_3_img': 'image_folder/stim_5.png', 'block_15_img': 'image_folder/stim_3.png'}
102.1904 	EXP 	New trial (rep=0, index=2): {'block_10_ans': 4, 'block_13_img': 'image_folder/stim_4.png', 'block_4_img': 'image_folder/stim_3.png', 'block_6_img': 'image_folder/stim_4.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 2, 'block_1_img': 'image_folder/stim_3.png', 'block_10_img': 'image_folder/stim_4.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_2.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 3, 'block_8_ans': 2, 'block_16_ans': 3, 'block_5_ans': 2, 'block_15_ans': 2, 'block_13_ans': 4, 'block_9_img': 'image_folder/stim_2.png', 'block_6_ans': 4, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_2.png', 'block_2_ans': 5, 'block_12_ans': 2, 'block_12_img': 'image_folder/stim_2.png', 'block_11_ans': 3, 'block_3_ans': 3, 'block_4_ans': 3, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_5.png', 'block_11_img': 'image_folder/stim_3.png', 'block_3_img': 'image_folder/stim_3.png', 'block_15_img': 'image_folder/stim_2.png'}
102.1929 	EXP 	New trial (rep=0, index=3): {'block_10_ans': 3, 'block_13_img': 'image_folder/stim_2.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_2.png', 'block_14_img': 'image_folder/stim_4.png', 'block_9_ans': 3, 'block_1_img': 'image_folder/stim_2.png', 'block_10_img': 'image_folder/stim_3.png', 'block_14_ans': 4, 'block_5_img': 'image_folder/stim_4.png', 'block_16_img': 'image_folder/stim_4.png', 'block_1_ans': 2, 'block_8_ans': 5, 'block_16_ans': 4, 'block_5_ans': 4, 'block_15_ans': 4, 'block_13_ans': 2, 'block_9_img': 'image_folder/stim_3.png', 'block_6_ans': 2, 'block_7_ans': 2, 'block_8_img': 'image_folder/stim_5.png', 'block_2_ans': 2, 'block_12_ans': 4, 'block_12_img': 'image_folder/stim_4.png', 'block_11_ans': 4, 'block_3_ans': 2, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_2.png', 'block_2_img': 'image_folder/stim_2.png', 'block_11_img': 'image_folder/stim_4.png', 'block_3_img': 'image_folder/stim_2.png', 'block_15_img': 'image_folder/stim_4.png'}
102.1954 	EXP 	New trial (rep=0, index=4): {'block_10_ans': 2, 'block_13_img': 'image_folder/stim_5.png', 'block_4_img': 'image_folder/stim_3.png', 'block_6_img': 'image_folder/stim_4.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 5, 'block_1_img': 'image_folder/stim_4.png', 'block_10_img': 'image_folder/stim_2.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_2.png', 'block_16_img': 'image_folder/stim_2.png', 'block_1_ans': 4, 'block_8_ans': 3, 'block_16_ans': 2, 'block_5_ans': 2, 'block_15_ans': 2, 'block_13_ans': 5, 'block_9_img': 'image_folder/stim_5.png', 'block_6_ans': 4, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_3.png', 'block_2_ans': 4, 'block_12_ans': 2, 'block_12_img': 'image_folder/stim_2.png', 'block_11_ans': 2, 'block_3_ans': 3, 'block_4_ans': 3, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_4.png', 'block_11_img': 'image_folder/stim_2.png', 'block_3_img': 'image_folder/stim_3.png', 'block_15_img': 'image_folder/stim_2.png'}
102.1978 	EXP 	New trial (rep=0, index=5): {'block_10_ans': 4, 'block_13_img': 'image_folder/stim_3.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_2.png', 'block_14_img': 'image_folder/stim_4.png', 'block_9_ans': 4, 'block_1_img': 'image_folder/stim_2.png', 'block_10_img': 'image_folder/stim_4.png', 'block_14_ans': 4, 'block_5_img': 'image_folder/stim_3.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 2, 'block_8_ans': 2, 'block_16_ans': 3, 'block_5_ans': 3, 'block_15_ans': 4, 'block_13_ans': 3, 'block_9_img': 'image_folder/stim_4.png', 'block_6_ans': 2, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_2.png', 'block_2_ans': 5, 'block_12_ans': 3, 'block_12_img': 'image_folder/stim_3.png', 'block_11_ans': 3, 'block_3_ans': 5, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_5.png', 'block_11_img': 'image_folder/stim_3.png', 'block_3_img': 'image_folder/stim_5.png', 'block_15_img': 'image_folder/stim_4.png'}
